0;0
0.1;0.00174533
0.2;0.00349065
0.3;0.00523596
0.4;0.00698126
0.5;0.00872654
0.6;0.0104718
0.7;0.012217
0.8;0.0139622
0.9;0.0157073
1;0.0174524
1.1;0.0191974
1.2;0.0209424
1.3;0.0226873
1.4;0.0244322
1.5;0.0261769
1.6;0.0279216
1.7;0.0296662
1.8;0.0314108
1.9;0.0331552
2;0.0348995
2.1;0.0366437
2.2;0.0383878
2.3;0.0401318
2.4;0.0418757
2.5;0.0436194
2.6;0.045363
2.7;0.0471065
2.8;0.0488498
2.9;0.0505929
3;0.052336
3.1;0.0540788
3.2;0.0558215
3.3;0.057564
3.4;0.0593064
3.5;0.0610485
3.6;0.0627905
3.7;0.0645323
3.8;0.0662739
3.9;0.0680153
4;0.0697565
4.1;0.0714974
4.2;0.0732382
4.3;0.0749787
4.4;0.076719
4.5;0.0784591
4.6;0.0801989
4.7;0.0819385
4.8;0.0836778
4.9;0.0854169
5;0.0871557
5.1;0.0888943
5.2;0.0906326
5.3;0.0923706
5.4;0.0941083
5.5;0.0958458
5.6;0.0975829
5.7;0.0993197
5.8;0.101056
5.9;0.102793
6;0.104528
6.1;0.106264
6.2;0.107999
6.3;0.109734
6.4;0.111469
6.5;0.113203
6.6;0.114937
6.7;0.116671
6.8;0.118404
6.9;0.120137
7;0.121869
7.1;0.123601
7.2;0.125333
7.3;0.127065
7.4;0.128796
7.5;0.130526
7.6;0.132256
7.7;0.133986
7.8;0.135716
7.9;0.137445
8;0.139173
8.1;0.140901
8.2;0.142629
8.3;0.144356
8.4;0.146083
8.5;0.147809
8.6;0.149535
8.7;0.151261
8.8;0.152986
8.9;0.15471
9;0.156434
9.1;0.158158
9.2;0.159881
9.3;0.161604
9.4;0.163326
9.5;0.165048
9.6;0.166769
9.7;0.168489
9.8;0.170209
9.9;0.171929
10;0.173648
10.1;0.175367
10.2;0.177085
10.3;0.178802
10.4;0.180519
10.5;0.182236
10.6;0.183951
10.7;0.185667
10.8;0.187381
10.9;0.189095
11;0.190809
11.1;0.192522
11.2;0.194234
11.3;0.195946
11.4;0.197657
11.5;0.199368
11.6;0.201078
11.7;0.202787
11.8;0.204496
11.9;0.206204
12;0.207912
12.1;0.209619
12.2;0.211325
12.3;0.21303
12.4;0.214735
12.5;0.21644
12.6;0.218143
12.7;0.219846
12.8;0.221548
12.9;0.22325
13;0.224951
13.1;0.226651
13.2;0.228351
13.3;0.23005
13.4;0.231748
13.5;0.233445
13.6;0.235142
13.7;0.236838
13.8;0.238533
13.9;0.240228
14;0.241922
14.1;0.243615
14.2;0.245307
14.3;0.246999
14.4;0.24869
14.5;0.25038
14.6;0.252069
14.7;0.253758
14.8;0.255446
14.9;0.257133
15;0.258819
15.1;0.260505
15.2;0.262189
15.3;0.263873
15.4;0.265556
15.5;0.267238
15.6;0.26892
15.7;0.2706
15.8;0.27228
15.9;0.273959
16;0.275637
16.1;0.277315
16.2;0.278991
16.3;0.280667
16.4;0.282341
16.5;0.284015
16.6;0.285688
16.7;0.287361
16.8;0.289032
16.9;0.290702
17;0.292372
17.1;0.29404
17.2;0.295708
17.3;0.297375
17.4;0.299041
17.5;0.300706
17.6;0.30237
17.7;0.304033
17.8;0.305695
17.9;0.307357
18;0.309017
18.1;0.310676
18.2;0.312335
18.3;0.313992
18.4;0.315649
18.5;0.317305
18.6;0.318959
18.7;0.320613
18.8;0.322266
18.9;0.323917
19;0.325568
19.1;0.327218
19.2;0.328867
19.3;0.330514
19.4;0.332161
19.5;0.333807
19.6;0.335452
19.7;0.337095
19.8;0.338738
19.9;0.34038
20;0.34202
20.1;0.34366
20.2;0.345298
20.3;0.346936
20.4;0.348572
20.5;0.350207
20.6;0.351842
20.7;0.353475
20.8;0.355107
20.9;0.356738
21;0.358368
21.1;0.359997
21.2;0.361625
21.3;0.363251
21.4;0.364877
21.5;0.366501
21.6;0.368125
21.7;0.369747
21.8;0.371368
21.9;0.372988
22;0.374607
22.1;0.376224
22.2;0.377841
22.3;0.379456
22.4;0.38107
22.5;0.382683
22.6;0.384295
22.7;0.385906
22.8;0.387516
22.9;0.389124
23;0.390731
23.1;0.392337
23.2;0.393942
23.3;0.395546
23.4;0.397148
23.5;0.398749
23.6;0.400349
23.7;0.401948
23.8;0.403545
23.9;0.405142
24;0.406737
24.1;0.40833
24.2;0.409923
24.3;0.411514
24.4;0.413104
24.5;0.414693
24.6;0.416281
24.7;0.417867
24.8;0.419452
24.9;0.421036
25;0.422618
25.1;0.424199
25.2;0.425779
25.3;0.427358
25.4;0.428935
25.5;0.430511
25.6;0.432086
25.7;0.433659
25.8;0.435231
25.9;0.436802
26;0.438371
26.1;0.439939
26.2;0.441506
26.3;0.443071
26.4;0.444635
26.5;0.446198
26.6;0.447759
26.7;0.449319
26.8;0.450878
26.9;0.452435
27;0.45399
27.1;0.455545
27.2;0.457098
27.3;0.45865
27.4;0.4602
27.5;0.461749
27.6;0.463296
27.7;0.464842
27.8;0.466387
27.9;0.46793
28;0.469472
28.1;0.471012
28.2;0.472551
28.3;0.474088
28.4;0.475624
28.5;0.477159
28.6;0.478692
28.7;0.480223
28.8;0.481754
28.9;0.483282
29;0.48481
29.1;0.486335
29.2;0.48786
29.3;0.489382
29.4;0.490904
29.5;0.492424
29.6;0.493942
29.7;0.495459
29.8;0.496974
29.9;0.498488
30;0.5
30.1;0.501511
30.2;0.50302
30.3;0.504528
30.4;0.506034
30.5;0.507538
30.6;0.509041
30.7;0.510543
30.8;0.512043
30.9;0.513541
31;0.515038
31.1;0.516533
31.2;0.518027
31.3;0.519519
31.4;0.52101
31.5;0.522499
31.6;0.523986
31.7;0.525472
31.8;0.526956
31.9;0.528438
32;0.529919
32.1;0.531399
32.2;0.532876
32.3;0.534352
32.4;0.535827
32.5;0.5373
32.6;0.538771
32.7;0.54024
32.8;0.541708
32.9;0.543174
33;0.544639
33.1;0.546102
33.2;0.547563
33.3;0.549023
33.4;0.550481
33.5;0.551937
33.6;0.553392
33.7;0.554844
33.8;0.556296
33.9;0.557745
34;0.559193
34.1;0.560639
34.2;0.562083
34.3;0.563526
34.4;0.564967
34.5;0.566406
34.6;0.567844
34.7;0.56928
34.8;0.570714
34.9;0.572146
35;0.573576
35.1;0.575005
35.2;0.576432
35.3;0.577858
35.4;0.579281
35.5;0.580703
35.6;0.582123
35.7;0.583541
35.8;0.584958
35.9;0.586372
36;0.587785
36.1;0.589196
36.2;0.590606
36.3;0.592013
36.4;0.593419
36.5;0.594823
36.6;0.596225
36.7;0.597625
36.8;0.599024
36.9;0.60042
37;0.601815
37.1;0.603208
37.2;0.604599
37.3;0.605988
37.4;0.607376
37.5;0.608761
37.6;0.610145
37.7;0.611527
37.8;0.612907
37.9;0.614285
38;0.615661
38.1;0.617036
38.2;0.618408
38.3;0.619779
38.4;0.621148
38.5;0.622515
38.6;0.62388
38.7;0.625243
38.8;0.626604
38.9;0.627963
39;0.62932
39.1;0.630676
39.2;0.632029
39.3;0.633381
39.4;0.634731
39.5;0.636078
39.6;0.637424
39.7;0.638768
39.8;0.64011
39.9;0.64145
40;0.642788
40.1;0.644124
40.2;0.645458
40.3;0.64679
40.4;0.64812
40.5;0.649448
40.6;0.650774
40.7;0.652098
40.8;0.653421
40.9;0.654741
41;0.656059
41.1;0.657375
41.2;0.658689
41.3;0.660002
41.4;0.661312
41.5;0.66262
41.6;0.663926
41.7;0.66523
41.8;0.666532
41.9;0.667833
42;0.669131
42.1;0.670427
42.2;0.671721
42.3;0.673013
42.4;0.674302
42.5;0.67559
42.6;0.676876
42.7;0.67816
42.8;0.679441
42.9;0.680721
43;0.681998
43.1;0.683274
43.2;0.684547
43.3;0.685818
43.4;0.687088
43.5;0.688355
43.6;0.68962
43.7;0.690882
43.8;0.692143
43.9;0.693402
44;0.694658
44.1;0.695913
44.2;0.697165
44.3;0.698415
44.4;0.699663
44.5;0.700909
44.6;0.702153
44.7;0.703395
44.8;0.704634
44.9;0.705872
45;0.707107
45.1;0.70834
45.2;0.709571
45.3;0.710799
45.4;0.712026
45.5;0.71325
45.6;0.714473
45.7;0.715693
45.8;0.716911
45.9;0.718126
46;0.71934
46.1;0.720551
46.2;0.72176
46.3;0.722967
46.4;0.724172
46.5;0.725374
46.6;0.726575
46.7;0.727773
46.8;0.728969
46.9;0.730162
47;0.731354
47.1;0.732543
47.2;0.73373
47.3;0.734915
47.4;0.736097
47.5;0.737277
47.6;0.738455
47.7;0.739631
47.8;0.740805
47.9;0.741976
48;0.743145
48.1;0.744312
48.2;0.745476
48.3;0.746638
48.4;0.747798
48.5;0.748956
48.6;0.750111
48.7;0.751264
48.8;0.752415
48.9;0.753563
49;0.75471
49.1;0.755853
49.2;0.756995
49.3;0.758134
49.4;0.759271
49.5;0.760406
49.6;0.761538
49.7;0.762668
49.8;0.763796
49.9;0.764921
50;0.766044
50.1;0.767165
50.2;0.768284
50.3;0.7694
50.4;0.770513
50.5;0.771625
50.6;0.772734
50.7;0.77384
50.8;0.774944
50.9;0.776046
51;0.777146
51.1;0.778243
51.2;0.779338
51.3;0.78043
51.4;0.78152
51.5;0.782608
51.6;0.783693
51.7;0.784776
51.8;0.785857
51.9;0.786935
52;0.788011
52.1;0.789084
52.2;0.790155
52.3;0.791224
52.4;0.79229
52.5;0.793353
52.6;0.794415
52.7;0.795473
52.8;0.79653
52.9;0.797584
53;0.798636
53.1;0.799685
